id,city_id,name,description,field,url,address,phone,created_at,updated_at
01335288-19d5-4c81-9853-93ec552fa22a,229f0d6a-1b83-4d16-8649-7622821eacfb,Ft Sanders Education Development Center,,,,501 S Twenty-First ST,(865)594-5035,2025-05-19 00:35:30.488205+00,2025-05-19 00:35:30.488205+00
01559da2-7a35-42d1-9a6a-3108b7c4d8dc,db57eb45-4de6-4db9-8ccf-90cb1cc379d1,Francis Bellamy Pre-School Center,,,,9501 E 36th St,(317)226-4102,2025-05-19 00:27:13.413327+00,2025-05-19 00:27:13.413327+00
0159bb39-08a3-4783-a7ba-24f03dd01c06,40a5aece-12a7-4d0b-83a8-65d43a7c71f5,Combs Traditional Academy,,,http://combstraditional.jocombs.org/,38300 N GANTZEL RD,(480)987-5320,2025-05-19 00:48:50.758356+00,2025-05-19 00:48:50.758356+00
0167ec43-12ad-422a-aa01-3cef80d390d5,bf650a6c-cc0a-41ec-a4e5-e3619b8a0f6d,COUNTY RESIDENTIAL CENTER,,,,4700 COMMUNITY DR,(972)547-5400,2025-05-19 00:41:39.04602+00,2025-05-19 00:41:39.04602+00
01828f57-94c9-478c-b829-b9f4031ab2c0,f2909e7e-912c-4b68-b2f9-7211dbb2f3e4,Ralph Richardson Center,,,http://www.sanjuan.edu/richardson,4848 Cottage Way,(916)971-7411,2025-05-19 00:42:18.192566+00,2025-05-19 00:42:18.192566+00
01a2dc0c-e049-44d3-8d7e-8f29f317fcc6,3709f91e-d028-477b-9bc8-dc39b7bf4331,NORTHLAND LEARNING CENTER 050,,,http://www.northlandsped.org,1201 S 13TH AVE,(218)741-9201,2025-05-19 00:48:13.35835+00,2025-05-19 00:48:13.35835+00
01b283ab-4d9a-486d-aa23-29d54323afcb,7aa58002-4808-401c-9ee4-a66f541a7e42,Aspire APEX Academy,,,http://www.aspirepublicschools.org,444 North American St.,(209)466-3861,2025-05-19 00:32:59.046349+00,2025-05-19 00:32:59.046349+00
01e5384e-2e83-4520-b7ce-26343709dae5,79761228-bf4c-40c0-84db-26f87cb6182d,Pankalo Education Center,,,,8568 EAGLE POINT BLVD,(651)415-6302,2025-05-19 00:52:32.940891+00,2025-05-19 00:52:32.940891+00
01ed17a2-6ec3-42db-894b-0d1960a9790e,7c8d650d-5f61-4f08-948f-6a89b44667d6,Roosevelt Center,,,http://www.rps205.com,978 Haskell Ave,(815)966-3251,2025-05-19 00:34:19.826507+00,2025-05-19 00:34:19.826507+00
01f000cb-1fa3-4971-91f0-8d06288ce1e1,2b6fb942-b976-4079-a934-070e28ffe61a,Frankie Woods McCullough Academy,,,,1110 W 21st Ave,(219)944-7301,2025-05-19 00:34:46.037509+00,2025-05-19 00:34:46.037509+00
01f47995-1761-452e-910d-5437770b0f8c,f2c54b37-99e0-4f82-b0eb-063f8b937185,VICTORY RIDGE ACADEMY,,,http://victoryridgeacademy.com,501 BURNS AVE,(863)679-3338,2025-05-19 00:44:08.031776+00,2025-05-19 00:44:08.031776+00
0200cf15-e447-4e66-80d4-5e5f2aa816c6,3335a42e-5a41-4f02-81e9-614e5056d066,CATLIN MAGNET CENTER,,,,12736 MARINDA ST,(531)299-1180,2025-05-19 00:34:12.849824+00,2025-05-19 00:34:12.849824+00
020662eb-aa99-49c1-bfbf-390058139271,0ecbd347-f9d6-4ca5-8064-b8d6f0e7d5d3,Renaissance Arts Academy,,,http://www.renarts.org,2558 North San Fernando Rd.,(323)259-5700,2025-05-19 00:17:34.891636+00,2025-05-19 00:17:34.891636+00
026807d0-fe71-4271-a973-6e9278e8bc18,2b6fb942-b976-4079-a934-070e28ffe61a,Excel Center - Gary,,,,4610 W Ridge Road,(219)789-5236,2025-05-19 00:34:45.726443+00,2025-05-19 00:34:45.726443+00
0269aaf7-ea0a-47f1-89ce-40377ce110d3,70e09628-728e-4658-a353-e339756618de,Terra Academy,,,http://www.theterraacademy.org,267 Aggie Blvd.,(844)322-6562,2025-05-19 00:44:41.084618+00,2025-05-19 00:44:41.084618+00
027aa954-a308-4fea-b902-5b365c3f88f8,8ed0ff57-3f83-4ecf-b9bd-41ef4bb5e9c7,Big Picture Educational Academy,,,http://www.bphsf.org,1207 South Trinity St.,(559)420-1234,2025-05-19 00:23:42.702731+00,2025-05-19 00:23:42.702731+00
0286fe81-6b39-4cbf-8ec1-b9f46cf6156e,26423e29-774d-4e37-966a-a93854503fde,John C Burke Correctional Center,,,http://doc.wi.gov/families-visitors/find-facility/john-burke-correctional-center,900 S Madison St,(920)324-3460,2025-05-19 00:51:15.431266+00,2025-05-19 00:51:15.431266+00
0292a171-2a0e-46bb-833d-0e114da7281e,73674253-a9c0-4721-ab9b-d246a17a6582,Esperanza Global Academy,,,,5932 Farm Pond Lane,(980)343-6270,2025-05-19 00:28:26.948374+00,2025-05-19 00:28:26.948374+00
02a40459-0d0a-4c0f-aa8a-dad70b7b349c,dbae870f-c8c0-4b21-a32b-e1e89aa7d26b,FRIDLEY MIDDLE AREA LEARNING CENTER,,,,6100 W MOORE LAKE DR,(763)502-5101,2025-05-19 00:48:38.085783+00,2025-05-19 00:48:38.085783+00
02b12160-0ebc-4929-9648-ea7073c737f5,3335a42e-5a41-4f02-81e9-614e5056d066,CRESTRIDGE MAGNET CENTER,,,,818 CRESTRIDGE RD,(531)299-1280,2025-05-19 00:34:13.162275+00,2025-05-19 00:34:13.162275+00
02b635d6-5f5e-4fee-bce3-6fbc147b7dff,150d616a-a9df-4b71-ae01-5792fa88fe21,Lionsgate Academy - Shoreview,,,http://lionsgate.academy/,599 CARDIGAN ROAD,(651)300-2371,2025-05-19 00:52:30.564536+00,2025-05-19 00:52:30.564536+00
02d08c4b-b2e1-4616-a40d-8598a25af129,4a4cd17a-0594-4916-91c0-e3f4bc506883,Landmark Academy at Reunion,,,,10566 MEMPHIS STREET,(303)287-2901,2025-05-19 00:42:08.581717+00,2025-05-19 00:42:08.581717+00
02d61521-85c8-49b6-a555-54084dda4bf1,5bd18026-113e-4d3d-8a23-30a03082dcda,OPTIMA CLASSICAL ACADEMY,,,http://www.optimaacademy.online/,10270 IMMOKALEE RD,(239)449-8599,2025-05-19 00:35:41.967012+00,2025-05-19 00:35:41.967012+00
02f7fef9-f7c2-4aa1-933f-94789548a451,22194923-9da4-4116-a28d-122936aaec83,McKee PreK Center,,,,4015 McInnis Rd,(334)223-6801,2025-05-19 00:18:32.62143+00,2025-05-19 00:18:32.62143+00
030fb071-ab8f-4744-9a6d-e372fa16ea6d,15b4408d-22b8-4eb9-864e-fe443359296a,NAMPA ACADEMY,,,,650 W STATE ST,(208)332-6800,2025-05-19 00:27:47.373348+00,2025-05-19 00:27:47.373348+00
032500f8-5821-4a06-8d18-ee09e00063c7,c0b47dd8-e78e-4591-b011-77d3f5365f98,PARKVIEW EARLY LITERACY CENTER,,,http://www.risd.k12.nm.us/schools/elem/par.cfm,1700 WEST ALAMEDA ST,(575)637-3525,2025-05-19 00:35:57.809519+00,2025-05-19 00:35:57.809519+00
0330047c-004b-4399-b5c9-8e5f50d90186,734ad3cb-c5d2-495d-9d40-93509993b634,North Point Academy,,,,11761 Ridge Rd.,(530)477-1225,2025-05-19 00:46:46.702258+00,2025-05-19 00:46:46.702258+00
034289d5-b4ef-4371-ad3f-fc8de9b311e8,d9fcef4a-e55d-4969-8972-b72fda46383a,Elite Academy,,,http://elite.guhsd.net,230 Jamacha Blvd.,(619)588-3545,2025-05-19 00:33:50.107126+00,2025-05-19 00:33:50.107126+00
0348f4c6-df3d-47f6-b0dd-05c88747715a,c7733312-0f42-4a69-a473-d09428c7aac6,Larry G. Meeks Academy,,,http://natomasunified.org/virtual-academy/,2775 Millcreek Dr.,(916)567-5608,2025-05-19 00:18:20.153495+00,2025-05-19 00:18:20.153495+00
03542ce8-c346-415b-a4d7-1dbdd6e61db5,20e30b2f-f5fc-41d4-8e58-c9bf0ca0e15a,ORLANDO GIFTED ACADEMY,,,,1121 N FERN CREEK AVE,(407)897-6410,2025-05-19 00:30:13.653941+00,2025-05-19 00:30:13.653941+00
035ea7bd-6fa2-4006-bdeb-fbdd003c4e47,0b281f82-78ef-4293-ac21-1f1bc8946b01,WILLIAM MONROE ROWLETT ACADEMY FOR ARTS AND COMMUNICATION,,,http://rowlettacademy.org,3500 9TH ST E,(941)708-6100,2025-05-19 00:36:13.803929+00,2025-05-19 00:36:13.803929+00
0361504d-8642-4f35-9bc7-b9bcc32d6bd1,01f472cf-0f8c-4255-977a-c60a99bd580e,MS 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS,,,http://www.manhattaneastschool.nyc,410 E 100TH ST,(212)860-6047,2025-05-19 00:25:26.086895+00,2025-05-19 00:25:26.086895+00
03751218-4118-4d77-bcf1-905ee2a28c9d,a5aa4554-adf3-473d-b855-4ae78e8fcf2f,Mare Island Health and Fitness Academy,,,,400 Rickover St.,(707)556-8560,2025-05-19 00:33:23.468306+00,2025-05-19 00:33:23.468306+00
037b5efa-bf19-416a-a006-c96a3e0a105a,0ecbd347-f9d6-4ca5-8064-b8d6f0e7d5d3,Manual Arts Senior High,,,http://ManualArtsHS.org,4131 South Vermont Ave.,(323)846-7300,2025-05-19 00:17:55.387267+00,2025-05-19 00:17:55.387267+00
03873260-5468-425a-a2b5-38b4609f2bd7,3debb6c3-b217-4c86-93c9-d207e7d78df6,ONE91 Virtual Academy Secondary,,,http://virtualacademy.isd191.org/,200 BURNSVILLE PKWY W,(952)707-4077,2025-05-19 00:43:35.357574+00,2025-05-19 00:43:35.357574+00
03974a3d-d69a-4c2f-af46-fdeb87fe42b7,e27bba06-d85c-47a4-abf2-1ccc482412ed,An Achievable Dream Academy,,,http://www.vbschools.com/,1250 Bayne Drive,(757)648-4850,2025-05-19 00:34:10.200472+00,2025-05-19 00:34:10.200472+00
039dcaf4-3f4e-41ae-8f6d-973a231b1884,122995c2-1ca1-41aa-8290-691da95677ae,Urban Academy,,,http://www.urbanacademymn.org,1668 MONTREAL AVE,(651)215-9419,2025-05-19 00:29:43.983787+00,2025-05-19 00:29:43.983787+00
039e9c2e-5d82-488f-8cd8-e26bbd75a89d,a2b2b9ff-e0b9-4710-9b13-c917f5110d68,Green Bay Early Childhood Center,,,,2100 Green Bay Rd,(847)775-7100,2025-05-19 00:47:26.15975+00,2025-05-19 00:47:26.15975+00
03c07700-ca8c-49f3-a57e-6d0a6ba3f723,c3f3efb0-dbba-4055-a5c8-a3057dad05e2,PS 770 NEW AMERICAN ACADEMY,,,http://www.ps770.org,60 E 94TH ST,(718)221-5837,2025-05-19 00:26:24.797886+00,2025-05-19 00:26:24.797886+00
03f61e2e-c149-4876-a10f-12d40b8cead1,94a24755-ba83-4f3a-9c3b-9972e23609dd,27J Online Academy,,,,89 N. 6TH AVENUE,(303)655-2527,2025-05-19 00:42:06.454986+00,2025-05-19 00:42:06.454986+00
03f7aca1-cf0a-4c11-9fda-b029dd05ec58,5e472295-db51-4792-ab28-a07bd506daa6,Willard Early Learning Center,,,,3201 S D Street,(253)571-2620,2025-05-19 00:31:08.312392+00,2025-05-19 00:31:08.312392+00
040d2e7f-7ae7-4a03-b995-a22d206c842f,3456110a-247a-4253-a11e-7903d69b8fcd,Spark Online Academy,,,,2015 WICKES RD,(719)328-4300,2025-05-19 00:32:39.045442+00,2025-05-19 00:32:39.045442+00
043092e9-403e-4843-8fcf-7f808cc22a78,9260d8c1-bd1d-49d2-bf13-56d57e897ec0,District 6 Online Academy,,,http://www.greeleyschools.org/OnlineAcademy,1113 10TH AVE,(970)348-6172,2025-05-19 00:30:53.959184+00,2025-05-19 00:30:53.959184+00
0435ca4b-4f6c-4dd7-bd13-c45310fbc771,9eb458c2-44e4-471a-8523-7c9b5ae64eff,FOUNDERS CLASSICAL ACADEMY - FORT WORTH,,,,501 ACADEMY BLVD,(972)316-3663,2025-05-19 00:28:41.89076+00,2025-05-19 00:28:41.89076+00
0438f244-7ce8-44ee-9ef9-94a5db803527,e6c5f3e6-c612-4616-a82c-4f8e9d7c2886,Williams Science and Fine Arts Magnet School,,,http://www.topekapublicschools.net/,1301 SE Monroe St,(785)235-7330,2025-05-19 00:29:18.810312+00,2025-05-19 00:29:18.810312+00
043e4ea9-3abd-49c7-bb6a-bc4a2b005e57,dc4d2a60-51a0-4351-8f71-43433f66ef3e,West Bloomfield Transition Center,,,http://www.wbsd.org/west-bloomfield-transition-center,7071 ORCHARD LAKE RD,(248)865-6470,2025-05-19 00:52:55.608677+00,2025-05-19 00:52:55.608677+00
04478976-6b20-45d5-b809-5b89cc350fbb,8e836b01-1e2e-4029-b104-2c45eeee31ee,CENTER FOR ALTERNATIVE EDUCATION,,,,900 East Third Street,(601)799-0684,2025-05-19 00:44:17.185774+00,2025-05-19 00:44:17.185774+00
044eb25c-669a-487d-9435-d9889a4fa3cb,0ecbd347-f9d6-4ca5-8064-b8d6f0e7d5d3,Gratts Learning Academy for Young Scholars (GLAYS),,,http://glayses.lausd.org,309 Lucas Ave.,(213)250-2932,2025-05-19 00:17:59.435126+00,2025-05-19 00:17:59.435126+00
0457f8b7-f9fb-4483-a4dc-4d0cd1766431,eea8ff36-dde8-4ee8-951d-8f64573dec6f,Good Beginnings Center,,,http://www.swsd.k12.wa.us,780 Cook Rd,(360)855-3565,2025-05-19 00:49:33.880102+00,2025-05-19 00:49:33.880102+00
046ac1ff-9e5c-4fbf-9d0c-9f790e7ade07,55600310-3f33-40da-8866-272e1feb8f27,Lenoir County Learning Academy,,,http://www.lcpsnc.org/lcla,2529 Cedar Dell Lane,(252)527-4264,2025-05-19 00:41:31.119944+00,2025-05-19 00:41:31.119944+00
04763d61-5188-4a77-bb5c-2f1e019ad3b8,dca3916d-aa18-43a3-9a70-10d75b9d6341,Evanston Academy,,,,1835 Fairfax Ave,(513)363-2700,2025-05-19 00:31:59.221638+00,2025-05-19 00:31:59.221638+00
0499aba5-41c0-44ee-a9cd-3b4bfa829147,77f287c9-058d-4e64-ad55-4ee37000a2e8,Digital Education Center,,,,211 S Tooele Blvd,(435)833-8710,2025-05-19 00:49:38.733416+00,2025-05-19 00:49:38.733416+00
04b27717-1ea3-47fa-b1e4-7ac22266fb3d,4c800340-e37f-4cbc-8516-52d951d5f644,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,,,http://www.bxmacs.org,1110 BOSTON RD,(718)617-5312,2025-05-19 00:40:02.030983+00,2025-05-19 00:40:02.030983+00
04d7bef2-dc76-4513-9f9c-6ac60c57d586,c6ce9ad3-7fc1-45fc-91ce-99eaa43bbf43,North Star Academy,,,http://www.north-staracademy.com,2920 W 14000 S,(801)302-9579,2025-05-19 00:54:41.619855+00,2025-05-19 00:54:41.619855+00
04f22cfe-150d-4110-bbeb-bec06d845e81,94319e11-5d2b-4d8e-babd-125921809685,iQ Academy California-Los Angeles,,,http://iqca.k12start.com,50 Moreland Rd.,(805)581-0202,2025-05-19 00:33:11.620499+00,2025-05-19 00:33:11.620499+00
050c96cf-a9f5-4a83-b2b4-44168a42ca15,afda4bea-cefc-4ce1-8d77-eec140f53959,FRIENDSHIP ASPIRE ACADEMY NORTH LITTLE ROCK ELEMENTARY,,,http://www.friendshipaspire.org/,3901 VIRGINIA DRIVE,(870)218-1250,2025-05-19 00:24:41.410611+00,2025-05-19 00:24:41.410611+00
050cca9b-1809-4bd6-a44c-151db0f0dce0,da6b58ec-e6fe-4df4-a09f-d8cc3448d2fd,NORTH VALLEY ACADEMY,,,,906 MAIN STREET,(208)934-4522,2025-05-19 00:54:22.954738+00,2025-05-19 00:54:22.954738+00
0522f9e6-cded-45ed-8b75-dce44a55c822,b71b888e-7a4e-4cc7-b674-41b7fac2ffbc,BREVARD COUNTY JUVENILE DETENTION CENTER,,,,5225 DEWITT AVE,(321)690-3400,2025-05-19 00:36:15.707151+00,2025-05-19 00:36:15.707151+00
053a936f-a062-43b0-940b-ef846780a101,877c3132-d65e-477f-b782-6e2c0a0f5bbb,Atlanta SMART Academy,,,,2636 Martin Luther King Jr Dr,(706)432-1773,2025-05-19 00:26:53.427868+00,2025-05-19 00:26:53.427868+00
053ff4bd-7e76-4622-b9d1-f6bfbdc7b99d,3debb6c3-b217-4c86-93c9-d207e7d78df6,ONE91 Virtual Academy Elementary,,,http://virtualacademy.isd191.org/,200 BURNSVILLE PKWY W,(952)707-3401,2025-05-19 00:43:35.687052+00,2025-05-19 00:43:35.687052+00
05500a63-87c9-40fb-8136-7045bbdb65cf,28cd9144-7232-4d06-8063-944210d73b2a,Anchorage STrEaM Academy,,,http://stream.asdk12.org/,7801 E 32nd Ave,(907)742-9000,2025-05-19 00:24:15.2076+00,2025-05-19 00:24:15.2076+00
05529e10-ca08-4219-b802-fc294d808236,7786cac4-6510-4dcf-a5b0-ca8bce87a052,SOMERSET VILLAGE ACADEMY,,,http://somersetwm.com,225 NW 29TH ST,(954)390-0971,2025-05-19 00:53:12.113097+00,2025-05-19 00:53:12.113097+00
055858e9-1293-4614-b4fe-c9b64322ef4b,a260b91b-c08f-4a79-8a29-23a0ca67c342,CAREER ACADEMY OF THE PALM BEACHES,,,http://www.gulfstreamgoodwill.com/Charter,3800 S CONGRESS AVE,(561)259-1000,2025-05-19 00:36:09.771514+00,2025-05-19 00:36:09.771514+00
055cfc5c-9225-411d-a01e-3aa687ad8088,d52ae451-6f08-4258-8735-e0d330cc9d26,Forest Heights Academy of Excellence,,,,7447 Sumrall Drive,(225)355-5681,2025-05-19 00:28:34.773413+00,2025-05-19 00:28:34.773413+00
05631e08-bd56-4daf-b698-0ffb4ff09719,db57eb45-4de6-4db9-8ccf-90cb1cc379d1,Gold Academy,,,,5650 Mann Rd,(317)856-0400,2025-05-19 00:27:11.245137+00,2025-05-19 00:27:11.245137+00
05684978-69f7-43ea-89cb-beea0c7e819a,1eb0c736-930a-413c-a450-c9c37875faf0,HARMONY SCIENCE ACADEMY - LAREDO,,,http://hsalaredo.harmonytx.org,4401 SAN FRANCISCO AVE BLDG A,(956)712-1177,2025-05-19 00:31:37.856663+00,2025-05-19 00:31:37.856663+00
05890c69-bf02-472a-bf1f-381502325dab,fa4cf949-26b2-4ef8-a0e1-da066b4e20dd,Battle Creek MathSci Center,,,http://battlecreekpublicschools.org,171 MICHIGAN AVE W,(269)965-9440,2025-05-19 00:39:33.261317+00,2025-05-19 00:39:33.261317+00
05a2e9da-3e84-458d-8c23-bda479568a2d,d24bf4c6-487e-4f88-8c57-89d46aca9aab,Global Intermediate Academy,,,,7480 CONIFER ROAD,(303)853-1930,2025-05-19 00:27:33.987912+00,2025-05-19 00:27:33.987912+00
05bfbd4b-a449-4021-be39-02e1228de316,d69845ac-b250-40f0-af85-e4baf2e14587,Lynden Academy,,,http://www.lynden.wednet.edu,1986 Main St Suite A,(360)354-6675,2025-05-19 00:44:33.245916+00,2025-05-19 00:44:33.245916+00
05d61191-683f-4f8b-a965-05c34e306377,d9fcef4a-e55d-4969-8972-b72fda46383a,MERIT Academy,,,http://merit.guhsd.net,1600 North Cuyamaca St.,(619)956-0600,2025-05-19 00:33:51.055559+00,2025-05-19 00:33:51.055559+00
05e300a3-e8be-4c98-a658-cf7a470c5e55,4efeb099-7e1f-4d1a-8856-cef9976bfb09,WEST HOMESTEAD K-8 CENTER,,,http://whe.dadeschools.net/,1550 SW 6TH ST,(305)248-0812,2025-05-19 00:30:22.797579+00,2025-05-19 00:30:22.797579+00
05ef81d6-5e54-42e1-8ad3-e3fc0799f1ec,6c19e89f-21f1-4c22-8760-d06b337c6049,MILLER PARK CENTER,,,http://mp.lsr7.org,600 SE MILLER STREET,(816)986-1540,2025-05-19 00:37:58.749233+00,2025-05-19 00:37:58.749233+00
05fb2460-ef14-444b-8574-3ed159647e3c,a66b112c-c9cf-4c06-9bd2-dfd574920b73,DOVE SCIENCE ACADEMY SOUTH OKC,,,http://www.dsasouth.org/,7202 S  1-35 Service Rd,(405)212-2221,2025-05-19 00:26:56.53281+00,2025-05-19 00:26:56.53281+00
061131a4-a382-44a3-b1ca-98729435d55c,b4f539b0-2bea-4bac-b62d-7d6495ed1295,GREENBURGH ACADEMY,,,http://www.gncufsd.org/o/ga,108 SHONNARD PL,(914)476-1938,2025-05-19 00:33:40.8641+00,2025-05-19 00:33:40.8641+00
062e48be-99b9-4cb1-928c-a9c18938ef2d,5c19a87b-dd6c-4140-b861-4b36889c0ffe,Green Street Academy,,,http://www.baltimorecityschools.org/schools/377,125 N Hilton Street,(443)642-2068,2025-05-19 00:29:10.143629+00,2025-05-19 00:29:10.143629+00
063e9549-78cf-493f-afbc-c15d3ad08023,49dfe76e-2778-474c-86f5-b1fd85197aaf,EARLY CHILDHOOD CENTER,,,http://www.greatneck.k12.ny.us,10 CAMPBELL ST,(516)441-4350,2025-05-19 00:52:23.849592+00,2025-05-19 00:52:23.849592+00
064a0232-4727-4ff3-a7c0-718944951c34,4c800340-e37f-4cbc-8516-52d951d5f644,CORNERSTONE ACADEMY FOR SOCIAL ACTION,,,,3441 STEENWICK AVE,(718)794-6160,2025-05-19 00:40:15.063473+00,2025-05-19 00:40:15.063473+00
06510ab2-ac36-4af8-8a75-cf1cdce88a2f,56338fe5-d3fc-41af-8da5-734481c263b7,LISA ACADEMY ARKANSAS HYBRID SCHOOL,,,http://www.lisaacademy.org,21 CORPORATE HILL DR.,(501)451-4200,2025-05-19 00:18:33.311498+00,2025-05-19 00:18:33.311498+00
066ae7e3-94e5-4e80-a1be-e0f897ee0930,d66cd07b-7716-4110-9fd4-e183387ec9c8,Tehama eLearning Academy,,,http://www.telacademy.org/,979 Douglass St.,(530)527-0188,2025-05-19 00:49:23.178969+00,2025-05-19 00:49:23.178969+00
068486c0-7d1b-421c-ba4b-39fc56608ee4,c451674b-5431-4e79-8601-ab74bde02e14,Southwest Educational Academy,,,http://sea.ironk12.org/,510 W 800 S,(435)586-2870,2025-05-19 00:41:09.885085+00,2025-05-19 00:41:09.885085+00
06898ef1-4e47-4a9d-bba5-f0350c206eb3,b2acd390-55c8-4e38-abd5-bb7d806471f5,The Delta Academy J-SHS,,,,818 West Brooks Avenue,(702)396-2252,2025-05-19 00:32:21.616573+00,2025-05-19 00:32:21.616573+00
06a5fcef-45e1-4bc9-9872-55035f8c03f0,b26ae360-cc64-4bb2-a449-35708b420c2a,Blossomland Learning Center,,,,711 SAINT JOSEPH AVE,(269)473-2600,2025-05-19 00:51:56.746604+00,2025-05-19 00:51:56.746604+00
06c7b924-dec3-405b-9abb-06e42943ce9a,5654a1b0-4a57-465d-a0c4-a6f634cd1265,Timberland Academy,,,http://timberland.heritageacademies.com/,2574 MCLAUGHLIN AVE,(231)767-9700,2025-05-19 00:40:33.551951+00,2025-05-19 00:40:33.551951+00
06d58453-4167-41f2-8779-8b8646d52e28,9eee4514-6386-4bfc-81f9-f72fb3120441,UNITEC CAREER CTR.,,,http://www.ncsd.k12.mo.us,7163 RAIDER RD,(573)358-2271,2025-05-19 00:50:30.987625+00,2025-05-19 00:50:30.987625+00
07040f2c-d2c8-40c2-8c0a-d4052f4c2a36,122995c2-1ca1-41aa-8290-691da95677ae,Prodeo Academy St. Paul Primary,,,http://www.prodeoacademy.org/,170 ROSE AVE W,(651)350-7655,2025-05-19 00:29:45.335708+00,2025-05-19 00:29:45.335708+00
07330293-3ace-4351-9203-9ce2af00327b,547b1bfc-7ea1-433f-aa45-4acdb947fc7b,A K Smith Area Career Center,,,,817 Lafayette St,(219)873-2120,2025-05-19 00:43:19.270921+00,2025-05-19 00:43:19.270921+00
