id,city_id,name,description,url,address,phone,created_at,updated_at
377579cf-f09d-4d08-99e1-b47db75ddc56,5bfb3e1a-58d6-4a75-9da9-a482cbdcab6d,Murray Elem Language Academy,,http://www.cps.edu,5335 S Kenwood Ave,(773)535-0585,2025-05-19 00:25:53.932757+00,2025-05-19 00:25:53.932757+00
3b8ab18b-98c0-46cd-af5f-0019e5c96c2f,122995c2-1ca1-41aa-8290-691da95677ae,ACHIEVE LANGUAGE ACADEMY,,http://www.achievemn.org,2169 STILLWATER AVE,(651)738-4875,2025-05-19 00:29:39.53058+00,2025-05-19 00:29:39.53058+00
3ba447cc-0e27-4861-9971-0dd26c8baec4,ce1466ee-7fb7-43a2-ad08-548418fa1e40,Vista del Valle Dual Language Academy,,http://vistadelvalleacad.lausd.org,12441 Bromont Ave.,(818)838-3860,2025-05-19 00:46:28.633265+00,2025-05-19 00:46:28.633265+00
3c93d432-c9eb-4f1e-b84b-2b698ec26a2a,dca3916d-aa18-43a3-9a70-10d75b9d6341,Fairview-Clifton German Language School,,,3689 Clifton Ave,(513)363-2100,2025-05-19 00:31:58.905104+00,2025-05-19 00:31:58.905104+00
3d3ac8f7-358c-4d16-930a-cf035ca2ae12,9ba2e746-976b-4e1c-a616-50dc191069e7,Hemet Dual Language Academy,,http://hemetdla.hemetusd.org/,26400 Dartmouth St.,(951)927-8676,2025-05-19 00:38:59.15915+00,2025-05-19 00:38:59.15915+00
45d40493-00df-46ee-ba37-d46f5eb0bd5c,c733e5b5-720e-4ff6-b389-1e08c314561b,Chinese Language Immersion School,,http://chinese-immersion.4j.lane.edu/,2200 Bailey Hill Rd,(541)790-3700,2025-05-19 00:30:42.160358+00,2025-05-19 00:30:42.160358+00
478b4e64-20ce-4ae4-b2ea-cad01d234d89,5640e739-4f50-4a9f-a8c9-8625931c0b0c,Conejo Academy of Leadership and Language Immersion,,,280 North Conejo School Rd.,(805)495-7058,2025-05-19 00:24:58.750518+00,2025-05-19 00:24:58.750518+00
47e45b86-910e-4674-b775-08098dffc009,7934a833-610a-4803-8620-360b5cde9dcf,Adelante Dual Language Academy,,,2999 Ridgemont Dr.,(408)928-1900,2025-05-19 00:29:29.420513+00,2025-05-19 00:29:29.420513+00
497b3b98-abe0-46ad-9343-79a1ff5f1937,5bfb3e1a-58d6-4a75-9da9-a482cbdcab6d,Chicago World Language Academy,,http://www.cps.edu,1340 W Harrison St,(773)534-7000,2025-05-19 00:25:49.292281+00,2025-05-19 00:25:49.292281+00
4a11c3c6-b31c-42c5-acaa-f8c6d16b0a29,d52ae451-6f08-4258-8735-e0d330cc9d26,B. R. Foreign Language Acad. Immersion Magnet,,,4510 Bawell Street,(225)343-6630,2025-05-19 00:28:36.385534+00,2025-05-19 00:28:36.385534+00
4ca194c8-4c21-48db-98fb-7663bccdd7f0,5bfb3e1a-58d6-4a75-9da9-a482cbdcab6d,Turner-Drew Elem Language Academy,,http://www.cps.edu,9300 S Princeton Ave,(773)535-5720,2025-05-19 00:25:36.756365+00,2025-05-19 00:25:36.756365+00
4f8d3d3d-88bd-463b-b7fc-21a50fa226c4,a10a1a32-8c32-498b-a75a-c49d0a683aef,Winnemucca Grammar School,,http://www.hcsdnv.com/o/wgs,522 Lay Street,(775)623-8160,2025-05-19 00:49:26.486847+00,2025-05-19 00:49:26.486847+00
582be1dc-251c-4da9-8da1-aa041a82723f,5bfb3e1a-58d6-4a75-9da9-a482cbdcab6d,Sayre Elem Language Academy,,http://www.cps.edu,1850 N Newland Ave,(773)534-3351,2025-05-19 00:25:56.54223+00,2025-05-19 00:25:56.54223+00
5c378aa1-40d8-4586-b986-913be2d077c3,b00a9b9c-9dcd-4fd5-9f03-8cfe2935d3db,Madeline English School,,http://www.everett.k12.ma.us,105 Woodville Street,(617)394-5013,2025-05-19 00:31:01.805283+00,2025-05-19 00:31:01.805283+00
5ed8c577-39e6-409b-9dd6-58000287b8d3,ee6af5fc-6ef7-492e-a2e8-9645c648afe1,Norton Science and Language Academy,,http://www.lewiscenter.org,230 S Waterman Ave,(909)386-2300,2025-05-19 00:24:27.918333+00,2025-05-19 00:24:27.918333+00
5f7d3185-8476-4d31-ad87-91fdff786f2a,7da6403d-fb8c-4eae-ae4f-3462a6838899,World Language Academy,,http://wla.hallco.org/web/,4670 Winder Hwy,(770)967-5854,2025-05-19 00:53:20.01551+00,2025-05-19 00:53:20.01551+00
66808752-cd9a-463b-b215-e4434bf8b871,adf28f4c-91c6-450a-8454-7de26af3ab78,Comprehensive Grammar School,,http://www.methuen.k12.ma.us,100 Howe Street,(978)722-9051,2025-05-19 00:47:50.774469+00,2025-05-19 00:47:50.774469+00
67de007d-74bf-411e-8c31-3e4f30d399ab,dcfa535e-770a-4bd1-bfbb-e20b1f22997f,Wellesley Sr High,,http://wellesleyps.org/whs,50 Rice Street,(781)446-6290,2025-05-19 00:47:43.990088+00,2025-05-19 00:47:43.990088+00
67e89f7f-f7a5-465c-a5d4-e9db4996a2de,79ea5b3d-9c39-4d2d-9dc6-5a8f6465d50b,PREMIER H S OF WESLACO,,http://www.responsiveed.com/premier,2419 HAGGAR AVE,(956)781-8800,2025-05-19 00:45:08.398005+00,2025-05-19 00:45:08.398005+00
69c69ebb-0a73-44c2-aa43-1214b8725071,3006634e-a29e-4926-a96b-9f7c99c790f9,Lehigh Valley Dual Language CS,,http://www.lvdlcs.org,675 E Broad Street,(610)419-3120,2025-05-19 00:38:55.934433+00,2025-05-19 00:38:55.934433+00
6c32473a-6251-47d0-8bdc-7c2cc13abf0f,528fccfb-35d5-4e7a-b6ce-68635564e7a6,PINECREST ACADEMY WESLEY CHAPEL,,http://pinecrestwesleychapel.com,33347 SR-54,(813)355-0002,2025-05-19 00:53:11.189697+00,2025-05-19 00:53:11.189697+00
6e7b05f3-778f-4c4e-b475-2328807fa67f,121f902a-aede-49d6-9a4f-3efec9d0a8ba,Butterfield Language Academy,,http://butterfield.mvusd.net/,13400 Kitching St.,(951)571-4540,2025-05-19 00:33:27.284012+00,2025-05-19 00:33:27.284012+00
70b9eb36-48cc-44ba-a301-cda8012adf4d,79ea5b3d-9c39-4d2d-9dc6-5a8f6465d50b,HORIZON H S WESLACO,,http://hmps.net,1223 SUGAR CANE DR,(956)631-0234,2025-05-19 00:45:08.092606+00,2025-05-19 00:45:08.092606+00
74da7ac6-2bc6-4333-aded-c3df781a9226,7cbf1311-708c-45f2-8837-0f00d65513f6,Horace Mann Dual Language Magnet,,http://www.usd259.org,1243 N Market,(316)973-3100,2025-05-19 00:32:07.5577+00,2025-05-19 00:32:07.5577+00
7aa6f959-245c-4717-bd71-b4dfe05f9aec,73674253-a9c0-4721-ab9b-d246a17a6582,Charlotte East Language Academy,,http://charlotteeslanguageacademy.wearecms.com,6108 Wilora Lake Rd,(980)343-0380,2025-05-19 00:28:26.313851+00,2025-05-19 00:28:26.313851+00
7de09930-5ab9-42c4-85f7-d6662d329049,adf28f4c-91c6-450a-8454-7de26af3ab78,Marsh Grammar School,,http://www.methuen.k12.ma.us,309 Pelham Street,(978)722-9076,2025-05-19 00:47:49.843007+00,2025-05-19 00:47:49.843007+00
7e4791ee-3747-4b09-8655-51c1eb157a42,c3f3efb0-dbba-4055-a5c8-a3057dad05e2,PS 327 DR ROSE B ENGLISH,,,111 BRISTOL ST,(718)495-7801,2025-05-19 00:26:36.235591+00,2025-05-19 00:26:36.235591+00
8015bfa6-296d-4fc6-9d96-8fd79c130373,b313a330-588c-42f0-8c16-bd84180a041a,Arizona Language Schools,,,2222 S PRICE RD,(480)334-9608,2025-05-19 00:24:22.756848+00,2025-05-19 00:24:22.756848+00
82be2629-b574-4204-9c31-796cc7e51349,3456110a-247a-4253-a11e-7903d69b8fcd,Colorado International Language Academy,,,303 AUSTIN BLUFFS PARKWAY,(719)645-8063,2025-05-19 00:32:34.411313+00,2025-05-19 00:32:34.411313+00
84f5f041-035b-4fa5-82ea-3a8bd6b3cb95,a5aa4554-adf3-473d-b855-4ae78e8fcf2f,Cave Language Academy,,,770 Tregaskis Ave.,(707)556-8410,2025-05-19 00:33:22.841195+00,2025-05-19 00:33:22.841195+00
8d7384cd-d7fb-4e23-9aa8-2aec5fabc7f4,a498e63a-dd70-4726-88e9-d81aabd68fbb,Susan B English School,,http://www.kpbsd.k12.ak.us/,365 Winifred Ave,(907)234-7616,2025-05-19 00:54:51.449215+00,2025-05-19 00:54:51.449215+00
903dbe53-8685-41ac-acc9-c06be84bea61,4c800340-e37f-4cbc-8516-52d951d5f644,ENGLISH LANGUAGE LEARNERS-INTER SUPP,,,99 TERRACE VIEW AVE,(718)220-1889,2025-05-19 00:40:11.802624+00,2025-05-19 00:40:11.802624+00
95a77b36-3b0e-46e6-ac83-e6049e47234d,79ea5b3d-9c39-4d2d-9dc6-5a8f6465d50b,WESLACO H S,,http://whs.wisd.us/,1005 W PIKE AVE,(956)969-6700,2025-05-19 00:45:09.905078+00,2025-05-19 00:45:09.905078+00
9a30f06d-5f6e-45b0-9578-1c0a36a5349f,73674253-a9c0-4721-ab9b-d246a17a6582,Oaklawn Language Academy,,http://oaklawnlanguageacademy.wearecms.com,1810 Oaklawn Ave,(980)343-0400,2025-05-19 00:28:23.312346+00,2025-05-19 00:28:23.312346+00
9acc8ceb-b475-4f14-921a-b7a536a11ea2,01f472cf-0f8c-4255-977a-c60a99bd580e,MANHATTAN ACADEMY FOR ARTS AND LANGUAGES,,http://www.maalnyc.org,111 E 33RD ST,(212)576-0502,2025-05-19 00:25:20.007851+00,2025-05-19 00:25:20.007851+00
9b3b7f54-4c5c-4190-94c5-ffaeded02301,49f60517-d100-4322-8a7a-ee62738c6575,Leslie H. Walton Middle,,http://wms.k12albemarle.org,4217 Red Hill Rd,(434)977-5615,2025-05-19 00:39:22.522436+00,2025-05-19 00:39:22.522436+00
9bf1bb6b-13c5-495a-a70a-4bd9f7e06b45,efb76cc7-9096-4b41-b359-8c518be9dc1e,La Familia Dual Language School,,http://www.worcesterschools.net,355 Grafton Street,(508)799-3094,2025-05-19 00:34:52.789704+00,2025-05-19 00:34:52.789704+00
9f8b8776-fce8-4680-b6a8-46c0ab7437be,01f472cf-0f8c-4255-977a-c60a99bd580e,47 AMERICAN SIGN LANGUAGE AND ENGLISH LOWER SCHOOL (THE),,,223 E 23RD ST,(914)326-6609,2025-05-19 00:25:17.650335+00,2025-05-19 00:25:17.650335+00
a71d77e8-3afd-438b-9142-92d5894edb2b,122995c2-1ca1-41aa-8290-691da95677ae,Txuj Ci HMong Language & Culture Lo,,http://www.spps.org,1089 CYPRESS ST,(651)293-8935,2025-05-19 00:29:50.451151+00,2025-05-19 00:29:50.451151+00
a8603a06-159c-485a-bd18-d98a2cb8a4cb,122995c2-1ca1-41aa-8290-691da95677ae,Riverview Spanish/English Dual Imme,,http://www.spps.org,160 ISABEL ST E,(651)293-8665,2025-05-19 00:29:50.793046+00,2025-05-19 00:29:50.793046+00
a9216c56-66cf-4310-8c44-5cc7601f2baf,5bfb3e1a-58d6-4a75-9da9-a482cbdcab6d,LaSalle Elem Language Academy,,http://www.cps.edu,1734 N Orleans St,(773)534-8470,2025-05-19 00:25:51.382522+00,2025-05-19 00:25:51.382522+00
afc4d044-d87e-44c8-b450-0fc0e72d8c43,4c800340-e37f-4cbc-8516-52d951d5f644,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,,,1220 GERARD AVE,(718)410-7230,2025-05-19 00:39:59.090079+00,2025-05-19 00:39:59.090079+00
b07ede3c-a260-4e17-a0b0-588d2974c4ea,e8cbe3f2-3b5f-4190-bc53-aefa93be5b95,Palisades World Language School,,http://losdschools.org/pal,1500 Greentree Rd,(503)534-2302,2025-05-19 00:41:08.37322+00,2025-05-19 00:41:08.37322+00
b69bff91-4b47-4262-b30c-6546dab15a20,5654a1b0-4a57-465d-a0c4-a6f634cd1265,Wesley School,,http://www.muskegonisd.org,915 WESLEY AVE,(231)773-9158,2025-05-19 00:40:36.620321+00,2025-05-19 00:40:36.620321+00
b79f5955-76a3-4ba5-a7c3-78902c7600d9,122995c2-1ca1-41aa-8290-691da95677ae,Txuj Ci HMong Language & Culture U,,,1363 BUSH AVE E,(651)744-3592,2025-05-19 00:29:53.587807+00,2025-05-19 00:29:53.587807+00
b7ca2620-1f37-4b44-b782-c0555b4e62e5,79ea5b3d-9c39-4d2d-9dc6-5a8f6465d50b,IDEA WESLACO PIKE ACADEMY,,http://ideapublicschools.org/our-schools/idea-weslaco-pike/,1000 E PIKE BLVD,(956)351-4850,2025-05-19 00:45:09.583618+00,2025-05-19 00:45:09.583618+00
b8cb3a86-2f5d-4f09-a812-4d9e6ce6dd8d,3335a42e-5a41-4f02-81e9-614e5056d066,ESL TEEN LITERACY PROGRAM,,,3230 BURT ST,(531)299-2620,2025-05-19 00:34:16.653932+00,2025-05-19 00:34:16.653932+00
bb9b8144-4482-4031-99f2-45c26a527d3f,3dd6f75e-e30a-4fe8-bb1f-8448abbbdf82,Edward Bain School - Dual Language,,http://www.kusd.edu,2600 50th St,(262)359-2300,2025-05-19 00:38:20.306528+00,2025-05-19 00:38:20.306528+00
bed58f27-6991-4c72-a4aa-cdb2559ea6c5,614cab05-e482-48af-a2d1-493fab2cbc49,Hollister Dual Language Academy,,http://www.hesd.org,873 Santa Ana Rd. Ste. 200,(831)634-4930,2025-05-19 00:46:41.838254+00,2025-05-19 00:46:41.838254+00
c1020551-049a-44fc-93b0-58d551cb6f1f,125f7247-3d6e-408c-9d92-a02046887d1e,ABQ SIGN LANGUAGE ACADEMY,,http://www.aslacademy.com,620 LOMAS BLVD NW,(505)244-7553,2025-05-19 00:23:19.241652+00,2025-05-19 00:23:19.241652+00
c1e3dec5-bbbe-4609-89b9-7e15214a0c86,c7733312-0f42-4a69-a473-d09428c7aac6,The Language Academy of Sacramento,,http://www.language-academy-sac.com,2850 49th St.,(916)277-7137,2025-05-19 00:18:22.637471+00,2025-05-19 00:18:22.637471+00
c40a92da-2513-4d2e-9395-82fa4818c590,90915284-39c8-4aa4-b500-44a366f5536e,IVRIT-HEBREW LANGUAGE ACADEMY,,,5470 BUSCH BLVD,(813)335-0051,2025-05-19 00:48:59.935546+00,2025-05-19 00:48:59.935546+00
c9c1cd95-4a4e-46ee-a979-5ab993266520,e3298c8c-0244-42d3-a40a-962e3b5344ec,Cesar Chavez Language Academy,,http://ccla-santarosa-ca.schoolloop.com,2480 Sebastopol Rd.,(707)890-3890,2025-05-19 00:33:39.740857+00,2025-05-19 00:33:39.740857+00
cb777a38-42f6-4bf5-87cb-822ec0b0bce8,4916033b-b1b6-4d58-b489-9cad5acf850b,North Academy of World Languages,,,12201 Hambright Rd,(980)343-0743,2025-05-19 00:41:30.438072+00,2025-05-19 00:41:30.438072+00
cc5632fa-83b0-4d93-afa1-1f63de2546ff,dca3916d-aa18-43a3-9a70-10d75b9d6341,Academy Of World Languages School,,,2030 Fairfax Ave,(513)363-7800,2025-05-19 00:32:02.691369+00,2025-05-19 00:32:02.691369+00
d0685829-bb0c-4f41-9e70-e6bf1dad5f5e,d4f4fd0c-cad4-4fc7-9cd5-56e5ddbb8b9d,Ridgecrest Elem Acad for Language Music and Sci,,http://www.rcrealms.org,325 South Downs St.,(760)375-1010,2025-05-19 00:42:38.033917+00,2025-05-19 00:42:38.033917+00
d1993249-c03c-402b-85a5-930931f66370,3456110a-247a-4253-a11e-7903d69b8fcd,Nikola Tesla Education Opportunity Center,,,3302 ALPINE PLACE,(719)328-3100,2025-05-19 00:32:36.872438+00,2025-05-19 00:32:36.872438+00
d1c39f22-0292-44a0-99e5-fde36f8b4fb8,e6f61230-8fc8-4550-9517-6b7b47406855,Holland Language Academy at Van Raalte,,,461 VAN RAALTE AVE,(616)494-2601,2025-05-19 00:39:30.508326+00,2025-05-19 00:39:30.508326+00
d7603947-c120-4a0a-82bd-897c2fdad59d,dcfa535e-770a-4bd1-bfbb-e20b1f22997f,Preschool at Wellesley Schools,,,63 Hastings Street,(781)446-6222,2025-05-19 00:47:44.317924+00,2025-05-19 00:47:44.317924+00
dba676b6-7b95-4050-b3f8-eb2d1900bf88,ce2a86db-089e-408a-b32f-a76fc86b8c01,EL PASO EARLY LEARNING LANGUAGE ACADEMY,,,600 E REDD RD,(915)845-8300,2025-05-19 00:28:01.370646+00,2025-05-19 00:28:01.370646+00
dcd6f60c-36d5-4fa0-9ce6-ba615206f207,01f472cf-0f8c-4255-977a-c60a99bd580e,AMERICAN SIGN LANGUAGE & ENGLISH SECONDARY SCHOOL,,,223 E 23RD ST,(917)326-6668,2025-05-19 00:25:16.270641+00,2025-05-19 00:25:16.270641+00
e0115e9c-39bb-42b2-9b62-bfee5f26231a,c941e92a-5bc1-4b25-88a9-ad638ea49f6c,Lynn English High,,,50 Goodridge Street,(781)477-7366,2025-05-19 00:34:55.559005+00,2025-05-19 00:34:55.559005+00
e1f5b87b-8139-44c0-bb52-1351bf83558f,cde32705-6aff-4df8-b31d-aff375626470,Fesler (Isaac) Junior High,,,1100 East Fesler St.,(805)361-7880,2025-05-19 00:24:33.137024+00,2025-05-19 00:24:33.137024+00
e2a19235-7d9f-46ea-9a45-fdfe5cab76be,d76c16ed-9361-4e69-b8c6-cd603c556c6f,Grammar School 2,,http://www.grammar.ecsdnv.net/,1055 7th Street,(775)738-7161,2025-05-19 00:44:29.83082+00,2025-05-19 00:44:29.83082+00
e74642c8-488f-4dc1-8c22-66697380455b,01f472cf-0f8c-4255-977a-c60a99bd580e,AMISTAD DUAL LANGUAGE SCHOOL,,http://www.amistadschool.org,4862 BROADWAY,(212)544-8021,2025-05-19 00:25:30.985711+00,2025-05-19 00:25:30.985711+00
eb466991-b427-40bd-ba82-ca686758df7a,096a50a7-1bc8-4bc1-9d71-00523d5ac86c,LANGUAGE DEVELOPMENT CENTER,,http://sites.google.com/a/eaglepassisd.net/language-development-center/,724 FM3443,(830)758-7047,2025-05-19 00:44:26.4451+00,2025-05-19 00:44:26.4451+00
ec076f18-68c5-4a76-8b21-5ad4c74d1577,5bfb3e1a-58d6-4a75-9da9-a482cbdcab6d,Coles Elem Language Academy,,http://www.cps.edu,8441 S Yates Blvd,(773)535-6550,2025-05-19 00:25:39.382237+00,2025-05-19 00:25:39.382237+00
f5777f8c-8d7e-484e-bd62-d7a21ab5ad06,5bfb3e1a-58d6-4a75-9da9-a482cbdcab6d,Cooper Elem Dual Language Academy,,http://www.cps.edu,1624 W 19th St,(773)534-7205,2025-05-19 00:25:40.386598+00,2025-05-19 00:25:40.386598+00
f825795e-232a-42b9-8e62-75798e30b3ea,d353a593-b192-468f-8803-215be6d78e25,Riverbank Language Academy,,http://www.riverbanklanguageacademy.org,2400 Stanislaus St.,(209)869-8093,2025-05-19 00:50:52.879002+00,2025-05-19 00:50:52.879002+00
fdc6e84c-5444-4c0e-889f-0fb58ee47d7a,dcfa535e-770a-4bd1-bfbb-e20b1f22997f,Wellesley Middle,,http://wellesleyps.org/wms,50 Kingsbury Street,(781)446-6235,2025-05-19 00:47:43.653117+00,2025-05-19 00:47:43.653117+00
feaf6da1-7d85-4ae4-aa3b-1a153e7dc926,3dbffb4d-871e-467d-a28f-c2fa3918946f,Robert Randall World Languages,,,1300 Edsel Dr.,(408)635-2662,2025-05-19 00:38:27.494564+00,2025-05-19 00:38:27.494564+00
